fidelity_v2,source_id
1.0,2100127858290998656
1.0,2100129095241234688
1.0,2099941147473574656
1.0,2099941559790482944
1.0,2099942040826865152
1.0,2099939429486764032
1.0,2100033128492080256
1.0,2100032028980446592
1.0,2100032956693435648
1.0,2100034228003777408
1.0,2100020999504503552
1.0,2100017975847556864
1.0,2100018422524180864
1.0,2100023885722653568
1.0,2099976641082401408
1.0,2099976675442156032
1.0,2099977774953874304
1.0,2099985540254333184
1.0,2099986433607556992
1.0,2099983581749277056
1.0,2099989422904809344
1.0,2099611293985127808
1.0,2099610057034053376
1.0,2099601364019722368
1.0,2099601875116253952
1.0,2099555596848380032
1.0,2099552367032950528
1.0,2099555562489173504
1.0,2099574735218566144
1.0,2099563087271408640
1.0,2099564736538892160
1.0,2099567279159612160
1.0,2099566591964905088
1.0,2051384373229614080
1.0,2052875452735623552
1.0,2052871089049956352
1.0,2052830097881241216
1.0,2052831674129921664
1.0,2052827482241725568
1.0,2052826558827555200
1.0,2052842089429430784
1.0,2052842226868398976
1.0,2052655516052832768
1.0,2052654141663299968
1.0,2052745435488320000
1.0,2052650671329776640
1.0,2052744885732537216
1.0,2052732859824132224
1.0,2052733856256588416
1.0,2052730866959184640
1.0,2052730523361798656
1.0,2052736123999181824
1.0,2052737635827674112
1.0,2052688741918887936
1.0,2052690459905866112
1.0,2052690013229350272
1.0,2052697572372078592
1.0,2052696644659172480
1.0,2052701420662946688
1.0,2052310814855002880
1.0,2052313258701890688
1.0,2052313464860332800
1.0,2052279311279780480
1.0,2052091432232942208
1.0,2052092772262781440
1.0,2052181592186643328
1.0,2052173861245759104
1.0,2052173586367850112
1.0,2052125860689724160
1.0,2052147468659131520
1.0,2052147507325490688
1.0,2052147026289189760
1.0,2052135721935363072
1.0,2052132663918399232
1.0,2052137920958413696
1.0,2049135429587961344
1.0,2049136048063355904
1.0,2049136391660792576
1.0,2100140605754448768
1.0,2100140429656328064
1.0,2100128201888386048
1.0,2100130469630779264
1.0,2100132359416812800
1.0,2100131500422939008
1.0,2099944033691725184
1.0,2100037011142564096
1.0,2100033746967410048
1.0,2100034296723255936
1.0,2100035499314711808
1.0,2100024813435562240
1.0,2100025397551170944
1.0,2100001517533095936
1.0,2100003437380057216
1.0,2099240101432631680
1.0,2099614420720825472
1.0,2099611534502810496
1.0,2099613321209238016
1.0,2099600539387028096
1.0,2099600882983975168
1.0,2099580232780825984
1.0,2099579610006041472
1.0,2099576590648595328
1.0,2099577484001891200
1.0,2099565629892136576
1.0,2099564667819477376
1.0,2099570715133473536
1.0,2099570268456865536
1.0,2099567794555737600
1.0,2099380980659511168
1.0,2099474675366307584
1.0,2099473992470919680
1.0,2099475160702028928
1.0,2052887478644063360
1.0,2052887989742579072
1.0,2052880984653653120
1.0,2052831678429279488
1.0,2052853428143826304
1.0,2052852775308916608
1.0,2052846796713595776
1.0,2052845834640934272
1.0,2052656100168422912
1.0,2052745190668084608
1.0,2052747256555972992
1.0,2052735024487715968
1.0,2052741071801712128
1.0,2052740693844613760
1.0,2052737601468189184
1.0,2052738975857777024
1.0,2052704650478355328
1.0,2052701798620106240
1.0,2052702004778558976
1.0,2052703890260254848
1.0,2052703894564340864
1.0,2052323046922144128
1.0,2052324700494935680
1.0,2052313052543653376
1.0,2052318962418717184
1.0,2052318550101875584
1.0,2052318275223715072
1.0,2052281338504412928
1.0,2052280548230453760
1.0,2052186127672150144
1.0,2052183413252860672
1.0,2052183069655490176
1.0,2052183889985321984
1.0,2052172452496480384
1.0,2052177091061204608
1.0,2052174342282183552
1.0,2052128472029944320
1.0,2052147988352481664
1.0,2052142662602654976
1.0,2049137594251630080
1.0,2049137319373726592
1.0,2073156185240569344
1.0,2100146648769136896
1.0,2100135348714050176
1.0,2100135486153015168
1.0,2100132874812934912
1.0,2100227054854705152
1.0,2100131981459282560
1.0,2100227192293674496
1.0,2100037457819180160
1.0,2100039416324352640
1.0,2100035941690462464
1.0,2100035980350497920
1.0,2100042130743707904
1.0,2100030998188541568
1.0,2100030242274320640
1.0,2100030070475635328
1.0,2100050858117419904
1.0,2100050308361661440
1.0,2100006053018763264
1.0,2099994061470348160
1.0,2099995538938284544
1.0,2100367757983349760
1.0,2099613729226410752
1.0,2099618921847040896
1.0,2099619402883376384
1.0,2099607720571978368
1.0,2099628851811128192
1.0,2099581572810692096
1.0,2099582775401577472
1.0,2099582466163918208
1.0,2099581950767894400
1.0,2099587860642914944
1.0,2099572398760709888
1.0,2099572914156806400
1.0,2099663039750143488
1.0,2099663280268337280
1.0,2052894865987931008
1.0,2052894144433437696
1.0,2052894178793180160
1.0,2052856932837205760
1.0,2052857379513851776
1.0,2052859063141075584
1.0,2052858685183950208
1.0,2052848308542163072
1.0,2052939052612448768
1.0,2052749696095928064
1.0,2052751306702257024
1.0,2052763233833344384
1.0,2052715233277625216
1.0,2052716573307519488
1.0,2052713377851871744
1.0,2052718188215266560
1.0,2052719081568486784
1.0,2052718325654243200
1.0,2052706815141958784
1.0,2052704272521407104
1.0,2052295872673671168
1.0,2052285148132863488
1.0,2052188429774759424
1.0,2052185406117794048
1.0,2052185440477537792
1.0,2052190353920184064
1.0,2052178705968978432
1.0,2052179839840437504
1.0,2052152489487576448
1.0,2052153073603190272
1.0,2052153485920135424
1.0,2052149946867052288
1.0,2052150118665775616
1.0,2052156543936930176
1.0,2052143452876630400
1.0,2076159501245674240
1.0,2073155257527869056
1.0,2073154364174677888
1.0,2073160342769185536
1.0,2073160755086210048
1.0,2100196990084937856
1.0,2100193519751056128
1.0,2100193313592622464
1.0,2100150806297805696
1.0,2100148542853587840
1.0,2100149848523671424
1.0,2100228669762482048
1.0,2100040515835983616
1.0,2100046700588917120
1.0,2100046528790232960
1.0,2100043848730739200
1.0,2100031376145697792
1.0,2100055427962978688
1.0,2100055565401596800
1.0,2100052129427827712
1.0,2100011516217168640
1.0,2100011516217167744
1.0,2100010519784766080
1.0,2100009488990153088
1.0,2100370949139376640
1.0,2100371193957282176
1.0,2100371365755891328
1.0,2100370060085842176
1.0,2100375076607661312
1.0,2099620777272914944
1.0,2099632150346014976
1.0,2099631978547340288
1.0,2099632837540824192
1.0,2099583290797686016
1.0,2099588753996155648
1.0,2099586451893745664
1.0,2099574322906132096
1.0,2099667094199257216
1.0,2099667506516137088
1.0,2099664207981249408
1.0,2099667678314854400
1.0,2099665307487755392
1.0,2052904555434469760
1.0,2052905070830612352
1.0,2052858513385202688
1.0,2052863358108768768
1.0,2052955373490719104
1.0,2052943485018814720
1.0,2052755502891899776
1.0,2052756946000951552
1.0,2052779417270100480
1.0,2052762855876284160
1.0,2052764539503523072
1.0,2052764161546379648
1.0,2052764917460658048
1.0,2052764711302247808
1.0,2052717501020468864
1.0,2052716642027032320
1.0,2052722689341030656
1.0,2052723170377404928
1.0,2052721555469760384
1.0,2053082985557585152
1.0,2053082023485013888
1.0,2052330369851792384
1.0,2052336623324215296
1.0,2052336103623492608
1.0,2052335867410018560
1.0,2052286355026281856
1.0,2052285702191296384
1.0,2052378439124282112
1.0,2052189902939984256
1.0,2052189769804865152
1.0,2052194683247246080
1.0,2052191109834511872
1.0,2052193515016256384
1.0,2052193274498147200
1.0,2052204578852443904
1.0,2052202448548734336
1.0,2052207705588792320
1.0,2052159498874389376
1.0,2052160323508183168
1.0,2052156887534314240
1.0,2052156853174589184
1.0,2052157128052565248
1.0,2076162146945730176
1.0,2076162662341870336
1.0,2073159380696380288
1.0,2073165771607856512
1.0,2073162954109652096
1.0,2073174739500374400
1.0,2100197986517386112
1.0,2100194344384774144
1.0,2100153318857227136
1.0,2100243547529128192
1.0,2100232380614220288
1.0,2100047525222719488
1.0,2100048212417553792
1.0,2100044948242367872
1.0,2100068484663231872
1.0,2100056080797710208
1.0,2100055840279553152
1.0,2100052885342137344
1.0,2100058554699008384
1.0,2100373770937752832
1.0,2100373599139089408
1.0,2099649673812584960
1.0,2099622598338733440
1.0,2099646547076409856
1.0,2099645962960886016
1.0,2099631360072133760
1.0,2099590540702606464
1.0,2099590231464950016
1.0,2099682659160804224
1.0,2099495810904563200
1.0,2099495948343543040
1.0,2052912148936952704
1.0,2052955545286958336
1.0,2052944309652605952
1.0,2052944825048716416
1.0,2052940976757836800
1.0,2052948226663019136
1.0,2052760966090329344
1.0,2052760553773497216
1.0,2052757014720455040
1.0,2052769281147443328
1.0,2052772029926546432
1.0,2052771377091577600
1.0,2052725747357918080
1.0,2053097244848998144
1.0,2053097760245127552
1.0,2053087795921140352
1.0,2053087521043239680
1.0,2052337379238522880
1.0,2052301885627924992
1.0,2052303431816209408
1.0,2052392835854583936
1.0,2052392560976675072
1.0,2052381016104638976
1.0,2052381634579995008
1.0,2052378954520422400
1.0,2052196607392824064
1.0,2052198222294686080
1.0,2052198011838513792
1.0,2052193308857883008
1.0,2052207052753689216
1.0,2052205845856388736
1.0,2052208667661521536
1.0,2052162213293949312
1.0,2076166373193484416
1.0,2076167266546725376
1.0,2073165939095989632
1.0,2073187796201487616
1.0,2073186834128271488
1.0,2073187280804935936
1.0,2073174739500382592
1.0,2073176938523803776
1.0,2073176354408331904
1.0,2073173090233175936
1.0,2073179137547210624
1.0,2073178828302894720
1.0,2100213998155411200
1.0,2100210287303700992
1.0,2100202625082157312
1.0,2100202247125128192
1.0,2100155036844188288
1.0,2100247773776958464
1.0,2100245780912190464
1.0,2100240317713832064
1.0,2100239080763237632
1.0,2100239974116449152
1.0,2100239630519077632
1.0,2100057283388874752
1.0,2100062265550859520
1.0,2100061196101251712
1.0,2100061612715864192
1.0,2100014196276890112
1.0,2100389851295214976
1.0,2100385659407170560
1.0,2100387480474247040
1.0,2100387617913199872
1.0,2100380780325261568
1.0,2100379852607489664
1.0,2100381673677718528
1.0,2100378650020731776
1.0,2100378478222060032
1.0,2100378924895006080
1.0,2100378031545180800
1.0,2099627202543665408
1.0,2099650773324215168
1.0,2099649502013900160
1.0,2099649948690519808
1.0,2099647715307585536
1.0,2099638128940650752
1.0,2099638060221186432
1.0,2099639572049694464
1.0,2099638536958577664
1.0,2099639022293915008
1.0,2099507454558588160
1.0,2099501274103468672
1.0,2099500793067168128
1.0,2099497082215403520
1.0,2099451349403308800
1.0,2100952732531024512
1.0,2100952762593508480
1.0,2052914828998042496
1.0,2052960012052924800
1.0,2052958981260894592
1.0,2052958912541416832
1.0,2052958775102502912
1.0,2052949154376036608
1.0,2052761618925371904
1.0,2052785120986692864
1.0,2052784674310130688
1.0,2052781341415504128
1.0,2052782097329809280
1.0,2052783299920698368
1.0,2052782166049310080
1.0,2052782612725954560
1.0,2052776084375743872
1.0,2052775672058867328
1.0,2052772648401883008
1.0,2052774194590144128
1.0,2053101711615300096
1.0,2053102227011385600
1.0,2053100646463413888
1.0,2053101058780281472
1.0,2053101191916714112
1.0,2053098928476322176
1.0,2053086902567907072
1.0,2052354490388889088
1.0,2052397749297545856
1.0,2052394278963658624
1.0,2052394691280546944
1.0,2052386994699346944
1.0,2052386754181232384
1.0,2052221999240091904
1.0,2052219868936366208
1.0,2052213787262508800
1.0,2052212550311912704
1.0,2052208736381002752
1.0,2076229869991720448
1.0,2076178983217415552
1.0,2076180323247271168
1.0,2076174069775049216
1.0,2076173726177664512
1.0,2073191575772740608
1.0,2073189097570813184
1.0,2073177522639434368
1.0,2073179618583610752
1.0,2073180099620492416
1.0,2073179790382363136
1.0,2073180718095371136
1.0,2073133537865940992
1.0,2100214925868376192
1.0,2100214788429438336
1.0,2100217331050145280
1.0,2100219049037094016
1.0,2100218980317616896
1.0,2100296427166863616
1.0,2100250625635312384
1.0,2100252412341742848
1.0,2100252687219670016
1.0,2100074463258056064
1.0,2100441322183273088
1.0,2100062437349585408
1.0,2100438917001676800
1.0,2100391981599082752
1.0,2100394279405389824
1.0,2100393459067968256
1.0,2099651426159285120
1.0,2099652937987822720
1.0,2099655137011138048
1.0,2099643935736477696
1.0,2099643935736480256
1.0,2099734576725849984
1.0,2099734645446199424
1.0,2099687881842294400
1.0,2099512647176850176
1.0,2099514777480678144
1.0,2099514811840430208
1.0,2099502511054145280
1.0,2101000801805671808
1.0,2101000836165429504
1.0,2101000080251185536
1.0,2100954927256481280
1.0,2100954278719435136
1.0,2052962932630926592
1.0,2052965337812644352
1.0,2052964478819166848
1.0,2052954583214664064
1.0,2052950769283793792
1.0,2052977363721346560
1.0,2052973309272223232
1.0,2052974855460501248
1.0,2053149231134527872
1.0,2053149231134535680
1.0,2053149162415056640
1.0,2053106109661890688
1.0,2053105491186414080
1.0,2053094977106507520
1.0,2052354696547349376
1.0,2052355280662920576
1.0,2052446162170199424
1.0,2052399295485782400
1.0,2052403659172442368
1.0,2052390121435506048
1.0,2052390155795262208
1.0,2052391324026382976
1.0,2052387643231302912
1.0,2052410221882942336
1.0,2052411007850207744
1.0,2052224129543970432
1.0,2052223820306313728
1.0,2052225675732217856
1.0,2052216192444522752
1.0,2076183381263919872
1.0,2076183999739278976
1.0,2076184893092530176
1.0,2076184652574417536
1.0,2076185958244571392
1.0,2076186611079704320
1.0,2076176234438759040
1.0,2076196231806966656
1.0,2076196403605724800
1.0,2073195836380506624
1.0,2073183776112358784
1.0,2073184669465618176
1.0,2073184669465238400
1.0,2073181783247239424
1.0,2073274515872539520
1.0,2073229577624147456
1.0,2073229710769184000
1.0,2073228856084142592
1.0,2073231914100915200
1.0,2073231982820425600
1.0,2103218722914628352
1.0,2103219440171140480
1.0,2103219410109415552
1.0,2100219461353964928
1.0,2100313503956817024
