KIC,source_id
3230797,2052821748464031616
3231403,2052811608041182336
3231750,2052811200024448896
3232334,2052833327696039936
3232393,2052832503062316928
3232979,2052645551728597248
3233258,2052645860966270592
3233304,2052642798648882816
3233437,2052642734230091008
3233612,2052647853831121536
3233794,2052635862282246400
3233809,2052648334867576704
3233853,2052648128709055616
3234338,2052636480757580672
3234477,2052633594539571712
3234506,2052637236671861504
3234909,2052726709430771328
3235295,2052680392502208768
3235567,2052680804819096960
3236003,2052681148416573952
3236018,2052677987320624896
3237411,2052668813270734720
3238689,2051942207885879808
3239706,2051932277921342208
3239857,2051933927188816384
3240837,2052257561564525824
3240964,2052258180039838080
3241041,2052258145680105600
3241079,2052257905161933312
3241791,2052254778425794944
3244968,2052084835163028864
3245714,2052072122059933696
3245969,2052074389802779904
3246721,2052117305114743808
3247807,2052114998705273600
3248038,2052119779015990400
3248730,2052110020850386048
3248856,2052109024417698688
3249334,2052129949498952832
3249744,2052129021786048128
3322943,2100120986342958720
3322957,2100120780184525568
3323248,2099934000647955456
3323277,2099934894001174912
3323358,2099939944882721024
3323808,2099937952017975296
3323908,2099938398694609280
3324161,2099925238914816384
3325000,2099976228765484032
3325249,2099975472851283072
3325344,2099972414834176256
3325677,2099972895870547456
3326330,2099981348366252416
3326413,2099982550958012032
3327092,2099236601038640000
3328210,2099595591584224640
3328254,2099595729022562432
3328418,2099595247986250496
3328711,2099553741422337920
3329431,2099538657497306112
3329865,2099561953400028160
3329985,2099562193918221696
3330410,2099560132333991424
3330773,2099371153774293888
3331150,2099374486668937728
3331515,2099375345662320128
3331574,2099375276942851712
3335194,2051380426161427840
3335216,2051380529241703424
3335263,2051379704606947584
3335266,2051386336036465152
3335305,2051385580122480000
3335629,2051385786280727168
3336334,2051371870586835200
3336483,2051371939306341632
3336983,2052868718226798208
3337674,2052822470019093760
3338877,2052826283949645312
3339276,2052836626230918912
3339823,2052834495927201024
3339825,2052834805164852864
3340117,2052646548161032192
3340694,2052649400019368960
3340902,2052651083646589184
3341270,2052638095665505280
3342036,2052728633576144768
3342325,2052730042325446144
3342636,2052729458209904640
3342894,2052681388934729088
3343245,2052684103354119808
3343392,2052687711126912512
3343417,2052687814205959680
3343664,2052684550030840320
3343967,2052685374664629248
3344220,2052673005158812928
3344747,2052696301061740288
3345990,2051942379684583680
3346479,2051945884377944192
3347046,2051934751822576768
3347264,2051933858469399552
3351787,2052086106473610752
3352523,2052087549582550528
3353108,2052168157528937472
3353379,2052168672925100032
3353800,2052165958505822464
3353880,2052166336462982144
3354459,2052125414013098880
3354968,2052124829897596416
3355476,2052110192648801920
3356111,2052134141387273216
3356936,2052131976723613312
3357261,2052131392610787328
3424335,2100127858290998656
3424763,2100129095241234688
3424832,2099941147473574656
3425058,2099941559790482944
3425312,2099942040826865152
3425393,2099939429486764032
3425520,2100033128492080256
3425623,2100032028980446592
3425688,2100032956693435648
3425850,2100034228003777408
3425887,2100020999504503552
3426250,2100017975847556864
3426367,2100018422524180864
3426678,2100023885722653568
3426852,2099976641082401408
3426874,2099976675442156032
3427211,2099977774953874304
3427772,2099985540254333184
3428093,2099986433607556992
3428161,2099983581749277056
3428255,2099989422904809344
3429161,2099611293985127808
3429369,2099610057034053376
3430216,2099601364019722368
3430394,2099601875116253952
3430923,2099555596848380032
3430973,2099552367032950528
3430981,2099555562489173504
3431246,2099574735218566144
3431530,2099563087271408640
3431662,2099564736538892160
3432084,2099567279159612160
3432509,2099566591964905088
3437594,2051384373229614080
3438412,2052875452735623552
3438817,2052871089049956352
3439965,2052830097881241216
3439981,2052831674129921664
3440357,2052827482241725568
3440423,2052826558827555200
3441504,2052842089429430784
3441622,2052842226868398976
3442034,2052655516052832768
3442269,2052654141663299968
3442825,2052745435488320000
3442846,2052650671329776640
3443137,2052744885732537216
3443467,2052732859824132224
3443788,2052733856256588416
3443923,2052730866959184640
3444025,2052730523361798656
3444588,2052736123999181824
3444654,2052737635827674112
3444699,2052688741918887936
3444822,2052690459905866112
3445237,2052690013229350272
3446150,2052697572372078592
3446366,2052696644659172480
3446966,2052701420662946688
3448710,2052310814855002880
3449953,2052313258701890688
3450026,2052313464860332800
3452803,2052279311279780480
3453569,2052091432232942208
3453592,2052092772262781440
3454249,2052181592186643328
3455419,2052173861245759104
3455493,2052173586367850112
3456068,2052125860689724160
3456972,2052147468659131520
3456988,2052147507325490688
3457337,2052147026289189760
3458161,2052135721935363072
3458422,2052132663918399232
3459050,2052137920958413696
3459135,2049135429587961344
3459709,2049136048063355904
3459917,2049136391660792576
3525746,2100140605754448768
3525783,2100140429656328064
3525786,2100128201888386048
3526312,2100130469630779264
3526337,2100132359416812800
3526465,2100131500422939008
3526685,2099944033691725184
3527038,2100037011142564096
3527088,2100033746967410048
3527281,2100034296723255936
3527308,2100035499314711808
3527829,2100024813435562240
3527979,2100025397551170944
3528588,2100001517533095936
3528848,2100003437380057216
3530177,2099240101432631680
3530492,2099614420720825472
3530659,2099611534502810496
3530826,2099613321209238016
3531121,2099600539387028096
3531176,2099600882983975168
3532233,2099580232780825984
3532480,2099579610006041472
3532555,2099576590648595328
3532911,2099577484001891200
3532922,2099565629892136576
3533109,2099564667819477376
3533220,2099570715133473536
3533270,2099570268456865536
3533437,2099567794555737600
3533967,2099380980659511168
3534089,2099474675366307584
3534259,2099473992470919680
3534276,2099475160702028928
3539360,2052887478644063360
3539475,2052887989742579072
3540012,2052880984653653120
3541058,2052831678429279488
3541628,2052853428143826304
3542117,2052852775308916608
3542309,2052846796713595776
3542520,2052845834640934272
3543331,2052656100168422912
3544208,2052745190668084608
3544416,2052747256555972992
3544774,2052735024487715968
3544900,2052741071801712128
3545104,2052740693844613760
3545291,2052737601468189184
3545593,2052738975857777024
3547685,2052704650478355328
3547906,2052701798620106240
3548025,2052702004778558976
3548062,2052703890260254848
3548078,2052703894564340864
3549555,2052323046922144128
3549707,2052324700494935680
3550041,2052313052543653376
3550411,2052318962418717184
3550598,2052318550101875584
3550668,2052318275223715072
3553858,2052281338504412928
3554031,2052280548230453760
3554849,2052186127672150144
3555115,2052183413252860672
3555275,2052183069655490176
3555512,2052183889985321984
3555898,2052172452496480384
3556242,2052177091061204608
3556587,2052174342282183552
3557283,2052128472029944320
3558162,2052147988352481664
3559497,2052142662602654976
3560479,2049137594251630080
3560585,2049137319373726592
3561115,2073156185240569344
3626713,2100146648769136896
3627030,2100135348714050176
3627277,2100135486153015168
3627555,2100132874812934912
3627577,2100227054854705152
3627629,2100131981459282560
3627704,2100227192293674496
3628002,2100037457819180160
3628296,2100039416324352640
3628324,2100035941690462464
3628371,2100035980350497920
3628473,2100042130743707904
3628867,2100030998188541568
3628991,2100030242274320640
3629063,2100030070475635328
3629371,2100050858117419904
3629595,2100050308361661440
3630259,2100006053018763264
3630402,2099994061470348160
3630791,2099995538938284544
3631048,2100367757983349760
3631844,2099613729226410752
3632054,2099618921847040896
3632250,2099619402883376384
3632538,2099607720571978368
3632783,2099628851811128192
3633364,2099581572810692096
3633375,2099582775401577472
3633395,2099582466163918208
3633653,2099581950767894400
3633735,2099587860642914944
3634196,2099572398760709888
3634402,2099572914156806400
3634987,2099663039750143488
3635134,2099663280268337280
3640527,2052894865987931008
3640575,2052894144433437696
3640661,2052894178793180160
3642661,2052856932837205760
3642676,2052857379513851776
3643000,2052859063141075584
3643061,2052858685183950208
3643949,2052848308542163072
3644174,2052939052612448768
3644734,2052749696095928064
3644884,2052751306702257024
3646781,2052763233833344384
3647409,2052715233277625216
3647773,2052716573307519488
3648000,2052713377851871744
3648209,2052718188215266560
3648249,2052719081568486784
3648289,2052718325654243200
3648712,2052706815141958784
3649518,2052704272521407104
3653880,2052295872673671168
3654549,2052285148132863488
3656181,2052188429774759424
3656267,2052185406117794048
3656293,2052185440477537792
3656620,2052190353920184064
3657215,2052178705968978432
3657652,2052179839840437504
3658413,2052152489487576448
3658853,2052153073603190272
3659186,2052153485920135424
3659328,2052149946867052288
3659481,2052150118665775616
3659785,2052156543936930176
3660161,2052143452876630400
3661327,2076159501245674240
3662790,2073155257527869056
3662956,2073154364174677888
3663009,2073160342769185536
3663495,2073160755086210048
3727538,2100196990084937856
3727878,2100193519751056128
3727886,2100193313592622464
3728205,2100150806297805696
3728432,2100148542853587840
3728634,2100149848523671424
3729528,2100228669762482048
3729742,2100040515835983616
3729755,2100046700588917120
3729847,2100046528790232960
3730371,2100043848730739200
3730423,2100031376145697792
3730572,2100055427962978688
3730613,2100055565401596800
3731110,2100052129427827712
3731429,2100011516217168640
3731435,2100011516217167744
3731563,2100010519784766080
3732037,2100009488990153088
3732401,2100370949139376640
3732492,2100371193957282176
3732672,2100371365755891328
3732804,2100370060085842176
3733158,2100375076607661312
3733628,2099620777272914944
3734260,2099632150346014976
3734393,2099631978547340288
3734418,2099632837540824192
3735010,2099583290797686016
3735299,2099588753996155648
3735768,2099586451893745664
3736054,2099574322906132096
3736200,2099667094199257216
3736208,2099667506516137088
3736360,2099664207981249408
3736413,2099667678314854400
3736746,2099665307487755392
3743207,2052904555434469760
3743562,2052905070830612352
3743861,2052858513385202688
3744112,2052863358108768768
3745093,2052955373490719104
3745299,2052943485018814720
3747153,2052755502891899776
3747208,2052756946000951552
3747617,2052779417270100480
3748458,2052762855876284160
3748664,2052764539503523072
3748717,2052764161546379648
3748728,2052764917460658048
3748918,2052764711302247808
3749022,2052717501020468864
3749207,2052716642027032320
3749365,2052722689341030656
3749451,2052723170377404928
3749823,2052721555469760384
3750594,2053082985557585152
3751119,2053082023485013888
3751557,2052330369851792384
3751669,2052336623324215296
3751945,2052336103623492608
3752147,2052335867410018560
3755806,2052286355026281856
3756034,2052285702191296384
3756669,2052378439124282112
3757251,2052189902939984256
3757468,2052189769804865152
3757729,2052194683247246080
3758197,2052191109834511872
3758361,2052193515016256384
3758610,2052193274498147200
3758987,2052204578852443904
3759595,2052202448548734336
3760188,2052207705588792320
3760509,2052159498874389376
3760677,2052160323508183168
3760753,2052156887534314240
3760830,2052156853174589184
3761341,2052157128052565248
3762903,2076162146945730176
3763058,2076162662341870336
3763109,2073159380696380288
3763563,2073165771607856512
3765134,2073162954109652096
3765424,2073174739500374400
3831289,2100197986517386112
3831479,2100194344384774144
3831986,2100153318857227136
3832499,2100243547529128192
3832957,2100232380614220288
3833738,2100047525222719488
3833890,2100048212417553792
3833895,2100044948242367872
3834169,2100068484663231872
3834395,2100056080797710208
3834448,2100055840279553152
3834893,2100052885342137344
3835071,2100058554699008384
3836257,2100373770937752832
3836450,2100373599139089408
3837321,2099649673812584960
3837400,2099622598338733440
3837507,2099646547076409856
3837722,2099645962960886016
3838294,2099631360072133760
3838948,2099590540702606464
3839010,2099590231464950016
3839602,2099682659160804224
3842480,2099495810904563200
3842537,2099495948343543040
3847487,2052912148936952704
3848476,2052955545286958336
3848779,2052944309652605952
3849014,2052944825048716416
3849447,2052940976757836800
3849705,2052948226663019136
3850152,2052760966090329344
3850344,2052760553773497216
3850643,2052757014720455040
3851673,2052769281147443328
3851993,2052772029926546432
3852447,2052771377091577600
3852808,2052725747357918080
3853372,2053097244848998144
3853598,2053097760245127552
3854910,2053087795921140352
3855009,2053087521043239680
3855231,2052337379238522880
3857945,2052301885627924992
3858164,2052303431816209408
3859079,2052392835854583936
3859126,2052392560976675072
3859512,2052381016104638976
3859875,2052381634579995008
3860071,2052378954520422400
3860761,2052196607392824064
3861049,2052198222294686080
3861127,2052198011838513792
3861725,2052193308857883008
3862382,2052207052753689216
3862523,2052205845856388736
3863613,2052208667661521536
3864503,2052162213293949312
3865498,2076166373193484416
3865546,2076167266546725376
3866661,2073165939095989632
3867930,2073187796201487616
3868242,2073186834128271488
3868387,2073187280804935936
3868474,2073174739500382592
3868940,2073176938523803776
3869529,2073176354408331904
3869624,2073173090233175936
3869879,2073179137547210624
3870074,2073178828302894720
3934090,2100213998155411200
3934593,2100210287303700992
3935388,2100202625082157312
3935471,2100202247125128192
3935682,2100155036844188288
3935942,2100247773776958464
3936317,2100245780912190464
3936562,2100240317713832064
3936621,2100239080763237632
3936637,2100239974116449152
3936696,2100239630519077632
3938241,2100057283388874752
3938758,2100062265550859520
3938911,2100061196101251712
3938925,2100061612715864192
3938944,2100014196276890112
3939069,2100389851295214976
3939546,2100385659407170560
3939581,2100387480474247040
3939647,2100387617913199872
3940002,2100380780325261568
3940072,2100379852607489664
3940332,2100381673677718528
3940372,2100378650020731776
3940418,2100378478222060032
3940502,2100378924895006080
3940630,2100378031545180800
3940637,2099627202543665408
3940781,2099650773324215168
3940957,2099649502013900160
3941077,2099649948690519808
3941415,2099647715307585536
3942042,2099638128940650752
3942111,2099638060221186432
3942170,2099639572049694464
3942368,2099638536958577664
3942405,2099639022293915008
3945594,2099507454558588160
3945837,2099501274103468672
3946065,2099500793067168128
3946130,2099497082215403520
3946894,2099451349403308800
3947026,2100952732531024512
3947074,2100952762593508480
3951371,2052914828998042496
3951900,2052960012052924800
3952269,2052958981260894592
3952304,2052958912541416832
3952447,2052958775102502912
3953725,2052949154376036608
3953916,2052761618925371904
3954217,2052785120986692864
3954449,2052784674310130688
3954596,2052781341415504128
3954961,2052782097329809280
3955066,2052783299920698368
3955183,2052782166049310080
3955253,2052782612725954560
3955879,2052776084375743872
3955891,2052775672058867328
3955937,2052772648401883008
3956166,2052774194590144128
3956991,2053101711615300096
3957090,2053102227011385600
3957214,2053100646463413888
3957292,2053101058780281472
3957332,2053101191916714112
3957968,2053098928476322176
3958247,2053086902567907072
3961175,2052354490388889088
3962715,2052397749297545856
3962957,2052394278963658624
3963214,2052394691280546944
3964492,2052386994699346944
3964800,2052386754181232384
3965229,2052221999240091904
3965861,2052219868936366208
3966673,2052213787262508800
3966704,2052212550311912704
3967294,2052208736381002752
3967806,2076229869991720448
3968552,2076178983217415552
3968792,2076180323247271168
3969430,2076174069775049216
3969563,2076173726177664512
3971772,2073191575772740608
3972876,2073189097570813184
3973090,2073177522639434368
3974043,2073179618583610752
3974332,2073180099620492416
3974567,2073179790382363136
3974804,2073180718095371136
3974987,2073133537865940992
4035503,2100214925868376192
4035640,2100214788429438336
4036209,2100217331050145280
4036311,2100219049037094016
4036313,2100218980317616896
4037322,2100296427166863616
4037911,2100250625635312384
4038324,2100252412341742848
4038439,2100252687219670016
4039883,2100074463258056064
4040823,2100441322183273088
4041004,2100062437349585408
4041342,2100438917001676800
4041478,2100391981599082752
4041908,2100394279405389824
4042210,2100393459067968256
4043151,2099651426159285120
4043389,2099652937987822720
4043862,2099655137011138048
4044261,2099643935736477696
4044277,2099643935736480256
4044678,2099734576725849984
4044840,2099734645446199424
4045182,2099687881842294400
4047410,2099512647176850176
4047900,2099514777480678144
4047976,2099514811840430208
4048591,2099502511054145280
4049025,2101000801805671808
4049131,2101000836165429504
4049158,2101000080251185536
4049653,2100954927256481280
4049895,2100954278719435136
4055045,2052962932630926592
4055304,2052965337812644352
4055312,2052964478819166848
4055820,2052954583214664064
4056314,2052950769283793792
4056422,2052977363721346560
4056616,2052973309272223232
4056639,2052974855460501248
4059277,2053149231134527872
4059317,2053149231134535680
4059386,2053149162415056640
4060749,2053106109661890688
4060965,2053105491186414080
4061322,2053094977106507520
4063974,2052354696547349376
4064149,2052355280662920576
4065126,2052446162170199424
4065607,2052399295485782400
4066601,2052403659172442368
4066629,2052390121435506048
4066712,2052390155795262208
4066932,2052391324026382976
4067474,2052387643231302912
4067894,2052410221882942336
4067938,2052411007850207744
4068727,2052224129543970432
4068743,2052223820306313728
4069265,2052225675732217856
4069875,2052216192444522752
4071061,2076183381263919872
4071383,2076183999739278976
4071477,2076184893092530176
4071678,2076184652574417536
4072377,2076185958244571392
4072526,2076186611079704320
4072765,2076176234438759040
4073750,2076196231806966656
4074068,2076196403605724800
4076110,2073195836380506624
4076377,2073183776112358784
4076672,2073184669465618176
4076697,2073184669465238400
4077001,2073181783247239424
4077638,2073274515872539520
4078087,2073229577624147456
4078175,2073229710769184000
4078900,2073228856084142592
4079165,2073231914100915200
4079437,2073231982820425600
4135460,2103218722914628352
4135549,2103219440171140480
4135605,2103219410109415552
4136435,2100219461353964928
4136749,2100313503956817024
